Directory of Federal Real Property
Real Property and Materiel Policy Division
Treasury Board of Canada Secretariat
Government of Canada

Security Level: Not Protected
Date: January 6th, 2023
Sort order:
Character set: ISO 8859 Latin 1
Field Delimiter: Comma
Text Qualifier: Double quote
Field Names: Included in line 16
Data: Begins on line 17
Help: DFRP-ADMIN-RBIF@tbs-sct.gc.ca

"Structure Number (TEXT data)","Structure Use Code (TEXT data)","Structure Use"
"056610","63 ","Warehouse, Storage and Workshops"
"056610","63 ","Warehouse, Storage and Workshops"
"056619","45 ","Office"
"056619","31 ","Industrial"
"056619","63 ","Warehouse, Storage and Workshops"
"056625","45 ","Office"
"056631","63 ","Warehouse, Storage and Workshops"
"056631","63 ","Warehouse, Storage and Workshops"
"056637","45 ","Office"
"056637","63 ","Warehouse, Storage and Workshops"
"057092","01 ","Agricultural Research and Management"
"057093","01 ","Agricultural Research and Management"
"057097","01 ","Agricultural Research and Management"
"057099","01 ","Agricultural Research and Management"
"057100","01 ","Agricultural Research and Management"
"057103","01 ","Agricultural Research and Management"
"057106","01 ","Agricultural Research and Management"
"057109","01 ","Agricultural Research and Management"
"057112","01 ","Agricultural Research and Management"
"057115","01 ","Agricultural Research and Management"
"057139","29 ","Residential"
"057141","29 ","Residential"
"057146","29 ","Residential"
"057149","29 ","Residential"
"057150","29 ","Residential"
"057151","29 ","Residential"
"057207","29 ","Residential"
"057234","80 ","Legislative, Judicial, and Diplomatic"
"057236","29 ","Residential"
"057245","29 ","Residential"
"057401","51 ","Research and Technological Development"
"057403","09 ","Communications"
"057410","45 ","Office"
"057718","17 ","Education and Training"
"057718","51 ","Research and Technological Development"
"057718","45 ","Office"
"057718","41 ","Military"
"057718","31 ","Industrial"
"057718","63 ","Warehouse, Storage and Workshops"
"057722","10 ","Commercial Retail"
"057722","45 ","Office"
"057722","63 ","Warehouse, Storage and Workshops"
"057959","26 ","Health, Medical and Dental"
"058053","29 ","Residential"
"058080","29 ","Residential"
"058081","29 ","Residential"
"058192","29 ","Residential"
"058204","31 ","Industrial"
"058208","09 ","Communications"
"058212","63 ","Warehouse, Storage and Workshops"
"058216","63 ","Warehouse, Storage and Workshops"
"058224","09 ","Communications"
"058231","09 ","Communications"
"058234","29 ","Residential"
"058272","63 ","Warehouse, Storage and Workshops"
"058296","45 ","Office"
"058326","09 ","Communications"
"058327","63 ","Warehouse, Storage and Workshops"
"058332","45 ","Office"
"058332","63 ","Warehouse, Storage and Workshops"
"058411","09 ","Communications"
"058422","51 ","Research and Technological Development"
"058422","45 ","Office"
"058422","51 ","Research and Technological Development"
"058427","51 ","Research and Technological Development"
"058428","51 ","Research and Technological Development"
"058428","51 ","Research and Technological Development"
"058429","51 ","Research and Technological Development"
"058430","51 ","Research and Technological Development"
"058430","45 ","Office"
"058430","51 ","Research and Technological Development"
"058431","19 ","Services and Utilities"
"058475","51 ","Research and Technological Development"
"058475","45 ","Office"
"058475","51 ","Research and Technological Development"
"058480","51 ","Research and Technological Development"
"058480","51 ","Research and Technological Development"
"058559","29 ","Residential"
"058573","63 ","Warehouse, Storage and Workshops"
"058574","63 ","Warehouse, Storage and Workshops"
"058575","63 ","Warehouse, Storage and Workshops"
"058576","51 ","Research and Technological Development"
"058581","29 ","Residential"
"058590","45 ","Office"
"058593","51 ","Research and Technological Development"
"058594","51 ","Research and Technological Development"
"058596","45 ","Office"
"058597","51 ","Research and Technological Development"
"058603","63 ","Warehouse, Storage and Workshops"
"058605","51 ","Research and Technological Development"
"058616","29 ","Residential"
"058617","29 ","Residential"
"058618","63 ","Warehouse, Storage and Workshops"
"058619","29 ","Residential"
"058622","63 ","Warehouse, Storage and Workshops"
"058627","29 ","Residential"
"058629","63 ","Warehouse, Storage and Workshops"
"058633","29 ","Residential"
"058651","63 ","Warehouse, Storage and Workshops"
"058652","63 ","Warehouse, Storage and Workshops"
"058653","29 ","Residential"
"058654","29 ","Residential"
"058658","09 ","Communications"
"058660","63 ","Warehouse, Storage and Workshops"
"058681","63 ","Warehouse, Storage and Workshops"
"058685","63 ","Warehouse, Storage and Workshops"
"058701","29 ","Residential"
"058711","29 ","Residential"
"059101","45 ","Office"
"059125","45 ","Office"
"059125","10 ","Commercial Retail"
"059144","45 ","Office"
"059154","63 ","Warehouse, Storage and Workshops"
"059165","10 ","Commercial Retail"
"059178","10 ","Commercial Retail"
"059198","10 ","Commercial Retail"
"059296","10 ","Commercial Retail"
"059297","10 ","Commercial Retail"
"059298","10 ","Commercial Retail"
"059300","10 ","Commercial Retail"
"059301","10 ","Commercial Retail"
"059302","10 ","Commercial Retail"
"059303","10 ","Commercial Retail"
"059304","10 ","Commercial Retail"
"059305","10 ","Commercial Retail"
"059307","10 ","Commercial Retail"
"059308","10 ","Commercial Retail"
"059309","10 ","Commercial Retail"
"059310","10 ","Commercial Retail"
"059311","10 ","Commercial Retail"
"059312","10 ","Commercial Retail"
"059316","10 ","Commercial Retail"
"059317","10 ","Commercial Retail"
"059318","10 ","Commercial Retail"
"059319","10 ","Commercial Retail"
"059321","10 ","Commercial Retail"
"059323","10 ","Commercial Retail"
"059326","10 ","Commercial Retail"
"059327","10 ","Commercial Retail"
"059329","10 ","Commercial Retail"
"059331","10 ","Commercial Retail"
"059332","10 ","Commercial Retail"
"059333","10 ","Commercial Retail"
"059334","10 ","Commercial Retail"
"059335","10 ","Commercial Retail"
"059336","10 ","Commercial Retail"
"059337","10 ","Commercial Retail"
"059338","10 ","Commercial Retail"
"059341","10 ","Commercial Retail"
"059343","10 ","Commercial Retail"
"059344","10 ","Commercial Retail"
"059346","10 ","Commercial Retail"
"059347","10 ","Commercial Retail"
"059348","10 ","Commercial Retail"
"059349","10 ","Commercial Retail"
"059352","10 ","Commercial Retail"
"059353","10 ","Commercial Retail"
"059354","10 ","Commercial Retail"
"059355","10 ","Commercial Retail"
"059356","10 ","Commercial Retail"
"059357","10 ","Commercial Retail"
"059358","10 ","Commercial Retail"
"059360","10 ","Commercial Retail"
"059362","10 ","Commercial Retail"
"059363","10 ","Commercial Retail"
"059364","10 ","Commercial Retail"
"059365","10 ","Commercial Retail"
"059366","10 ","Commercial Retail"
"059368","10 ","Commercial Retail"
"059372","10 ","Commercial Retail"
"059373","10 ","Commercial Retail"
"059375","10 ","Commercial Retail"
"059376","10 ","Commercial Retail"
"059377","10 ","Commercial Retail"
"059382","10 ","Commercial Retail"
"059383","10 ","Commercial Retail"
"059384","10 ","Commercial Retail"
"059385","10 ","Commercial Retail"
"059387","10 ","Commercial Retail"
"059388","10 ","Commercial Retail"
"059389","10 ","Commercial Retail"
"059391","10 ","Commercial Retail"
"059392","10 ","Commercial Retail"
"059393","10 ","Commercial Retail"
"059394","10 ","Commercial Retail"
"059395","10 ","Commercial Retail"
"059397","10 ","Commercial Retail"
"059398","10 ","Commercial Retail"
"059399","10 ","Commercial Retail"
"059400","10 ","Commercial Retail"
"059402","10 ","Commercial Retail"
"059404","10 ","Commercial Retail"
"059405","10 ","Commercial Retail"
"059406","10 ","Commercial Retail"
"059408","10 ","Commercial Retail"
"059411","10 ","Commercial Retail"
"059412","10 ","Commercial Retail"
"059413","10 ","Commercial Retail"
"059414","10 ","Commercial Retail"
"059415","10 ","Commercial Retail"
"059417","10 ","Commercial Retail"
"059418","10 ","Commercial Retail"
"059420","10 ","Commercial Retail"
"059425","10 ","Commercial Retail"
"059426","10 ","Commercial Retail"
"059427","10 ","Commercial Retail"
"059428","10 ","Commercial Retail"
"059429","10 ","Commercial Retail"
"059433","10 ","Commercial Retail"
"059434","10 ","Commercial Retail"
"059436","10 ","Commercial Retail"
"059437","10 ","Commercial Retail"
"059439","10 ","Commercial Retail"
"059441","10 ","Commercial Retail"
"059442","10 ","Commercial Retail"
"059443","10 ","Commercial Retail"
"059444","10 ","Commercial Retail"
"059445","10 ","Commercial Retail"
"059446","10 ","Commercial Retail"
"059447","10 ","Commercial Retail"
"059448","10 ","Commercial Retail"
"059450","10 ","Commercial Retail"
"059451","10 ","Commercial Retail"
"059452","10 ","Commercial Retail"
"059453","10 ","Commercial Retail"
"059455","10 ","Commercial Retail"
"059456","10 ","Commercial Retail"
"059459","10 ","Commercial Retail"
"059460","10 ","Commercial Retail"
"059461","10 ","Commercial Retail"
"059463","10 ","Commercial Retail"
"059465","10 ","Commercial Retail"
"059466","10 ","Commercial Retail"
"059468","10 ","Commercial Retail"
"059469","10 ","Commercial Retail"
"059470","10 ","Commercial Retail"
"059471","10 ","Commercial Retail"
"059472","10 ","Commercial Retail"
"059473","10 ","Commercial Retail"
"059475","10 ","Commercial Retail"
"059476","10 ","Commercial Retail"
"059477","10 ","Commercial Retail"
"059480","10 ","Commercial Retail"
"059482","10 ","Commercial Retail"
"059483","10 ","Commercial Retail"
"059484","10 ","Commercial Retail"
"059485","10 ","Commercial Retail"
"059486","10 ","Commercial Retail"
"059487","10 ","Commercial Retail"
"059488","10 ","Commercial Retail"
"059491","10 ","Commercial Retail"
"059492","10 ","Commercial Retail"
"059494","10 ","Commercial Retail"
"059495","10 ","Commercial Retail"
"059496","10 ","Commercial Retail"
"059497","10 ","Commercial Retail"
"059500","10 ","Commercial Retail"
"059501","10 ","Commercial Retail"
"059506","10 ","Commercial Retail"
"059508","10 ","Commercial Retail"
"059509","10 ","Commercial Retail"
"059512","10 ","Commercial Retail"
"059513","10 ","Commercial Retail"
"059514","10 ","Commercial Retail"
"059516","10 ","Commercial Retail"
"059517","10 ","Commercial Retail"
"059518","10 ","Commercial Retail"
"059519","10 ","Commercial Retail"
"059520","10 ","Commercial Retail"
"059521","10 ","Commercial Retail"
"059522","10 ","Commercial Retail"
"059525","10 ","Commercial Retail"
"059526","10 ","Commercial Retail"
"059527","10 ","Commercial Retail"
"059528","10 ","Commercial Retail"
"059529","10 ","Commercial Retail"
"059532","10 ","Commercial Retail"
"059533","10 ","Commercial Retail"
"059534","10 ","Commercial Retail"
"059535","10 ","Commercial Retail"
"059538","10 ","Commercial Retail"
"059541","10 ","Commercial Retail"
"059542","10 ","Commercial Retail"
"059543","10 ","Commercial Retail"
"059544","10 ","Commercial Retail"
"059545","10 ","Commercial Retail"
"059546","10 ","Commercial Retail"
"059547","10 ","Commercial Retail"
"059548","10 ","Commercial Retail"
"059549","10 ","Commercial Retail"
"059550","10 ","Commercial Retail"
"059551","10 ","Commercial Retail"
"059552","10 ","Commercial Retail"
"059554","10 ","Commercial Retail"
"059555","10 ","Commercial Retail"
"059556","10 ","Commercial Retail"
"059557","10 ","Commercial Retail"
"059558","10 ","Commercial Retail"
"059559","10 ","Commercial Retail"
"059560","10 ","Commercial Retail"
"059561","10 ","Commercial Retail"
"059562","10 ","Commercial Retail"
"059563","10 ","Commercial Retail"
"059564","10 ","Commercial Retail"
"059565","10 ","Commercial Retail"
"059566","10 ","Commercial Retail"
"059567","10 ","Commercial Retail"
"059568","10 ","Commercial Retail"
"059571","10 ","Commercial Retail"
"059572","10 ","Commercial Retail"
"059573","10 ","Commercial Retail"
"059574","63 ","Warehouse, Storage and Workshops"
"059575","10 ","Commercial Retail"
"059576","10 ","Commercial Retail"
"059577","10 ","Commercial Retail"
"059578","10 ","Commercial Retail"
"059579","10 ","Commercial Retail"
"059580","10 ","Commercial Retail"
"059581","10 ","Commercial Retail"
"059582","10 ","Commercial Retail"
"059584","10 ","Commercial Retail"
"059585","10 ","Commercial Retail"
"059586","10 ","Commercial Retail"
"059590","10 ","Commercial Retail"
"059592","10 ","Commercial Retail"
"059593","10 ","Commercial Retail"
"059594","10 ","Commercial Retail"
"059595","10 ","Commercial Retail"
"059596","10 ","Commercial Retail"
"059597","10 ","Commercial Retail"
"059598","10 ","Commercial Retail"
"059599","10 ","Commercial Retail"
"059600","10 ","Commercial Retail"
"059601","10 ","Commercial Retail"
"059602","10 ","Commercial Retail"
"059603","10 ","Commercial Retail"
"059604","10 ","Commercial Retail"
"059606","10 ","Commercial Retail"
"059607","10 ","Commercial Retail"
"059608","10 ","Commercial Retail"
"059609","10 ","Commercial Retail"
"059610","10 ","Commercial Retail"
"059611","10 ","Commercial Retail"
"059612","10 ","Commercial Retail"
"059613","10 ","Commercial Retail"
"059614","10 ","Commercial Retail"
"059615","10 ","Commercial Retail"
"059616","10 ","Commercial Retail"
"059617","10 ","Commercial Retail"
"059618","10 ","Commercial Retail"
"059619","10 ","Commercial Retail"
"059620","10 ","Commercial Retail"
"059621","10 ","Commercial Retail"
"059622","10 ","Commercial Retail"
"059623","10 ","Commercial Retail"
"059624","10 ","Commercial Retail"
"059625","10 ","Commercial Retail"
"059626","10 ","Commercial Retail"
"059629","10 ","Commercial Retail"
"059632","10 ","Commercial Retail"
"059633","63 ","Warehouse, Storage and Workshops"
"059634","10 ","Commercial Retail"
"059636","10 ","Commercial Retail"
"059638","10 ","Commercial Retail"
"059639","10 ","Commercial Retail"
"059640","10 ","Commercial Retail"
"059643","10 ","Commercial Retail"
"059645","10 ","Commercial Retail"
"059646","10 ","Commercial Retail"
"059647","10 ","Commercial Retail"
"059648","10 ","Commercial Retail"
"059649","10 ","Commercial Retail"
"059650","10 ","Commercial Retail"
"059651","10 ","Commercial Retail"
"059652","10 ","Commercial Retail"
"059653","10 ","Commercial Retail"
"059654","10 ","Commercial Retail"
"059655","10 ","Commercial Retail"
"059656","10 ","Commercial Retail"
"059658","10 ","Commercial Retail"
"059659","10 ","Commercial Retail"
"059660","10 ","Commercial Retail"
"059661","10 ","Commercial Retail"
"059662","10 ","Commercial Retail"
"059663","10 ","Commercial Retail"
"059664","10 ","Commercial Retail"
"059665","10 ","Commercial Retail"
"059666","10 ","Commercial Retail"
"059667","10 ","Commercial Retail"
"059668","10 ","Commercial Retail"
"059669","10 ","Commercial Retail"
"059670","10 ","Commercial Retail"
"059672","10 ","Commercial Retail"
"059673","10 ","Commercial Retail"
"059675","10 ","Commercial Retail"
"059677","10 ","Commercial Retail"
"059680","10 ","Commercial Retail"
"059681","10 ","Commercial Retail"
"059682","10 ","Commercial Retail"
"059683","10 ","Commercial Retail"
"059684","10 ","Commercial Retail"
"059685","10 ","Commercial Retail"
"059686","10 ","Commercial Retail"
"059688","10 ","Commercial Retail"
"059689","10 ","Commercial Retail"
"059690","10 ","Commercial Retail"
"059691","10 ","Commercial Retail"
"059692","10 ","Commercial Retail"
"059693","10 ","Commercial Retail"
"059694","10 ","Commercial Retail"
"059696","10 ","Commercial Retail"
"059698","10 ","Commercial Retail"
"059700","10 ","Commercial Retail"
"059702","10 ","Commercial Retail"
"059703","10 ","Commercial Retail"
"059704","10 ","Commercial Retail"
"059705","10 ","Commercial Retail"
"059706","10 ","Commercial Retail"
"059707","10 ","Commercial Retail"
"059708","10 ","Commercial Retail"
"059709","10 ","Commercial Retail"
"059710","10 ","Commercial Retail"
"059711","10 ","Commercial Retail"
