Directory of Federal Real Property
Real Property and Materiel Policy Division
Treasury Board of Canada Secretariat
Government of Canada

Security Level: Not Protected
Date: January 3rd, 2023
Sort order:
Character set: ISO 8859 Latin 1
Field Delimiter: Comma
Text Qualifier: Double quote
Field Names: Included in line 16
Data: Begins on line 17
Help: DFRP-ADMIN-RBIF@tbs-sct.gc.ca

"Structure Number (TEXT data)","Property Number (TEXT data)","Structure Name","Custodian Code (TEXT data)","Custodian Name","Interest Type Code (TEXT data)","Interest Type","Street Address","Floor Area","Construction Year","Condition Type Code (TEXT data)","Condition","Fully Occupied Building","SGC Code (TEXT data)","Municipality","Province or Territory Code (TEXT data)","Province or Territory","Federal Electoral District Code (TEXT data)","Federal Electoral District","Country Code (TEXT data)","Country","City Code (TEXT data)","City","Latitude","Longitude","Security Code (TEXT data)","Security Designation","Census Classification","Record Created On","Record Last Modified On"
"016677","16677","Office","162","Royal Canadian Mounted Police","24","Lease or Licence","153 Maquinna Ave","98.00","","","","Yes","5924048","Strathcona A","59","British Columbia","037","North Island--Powell River","CA","Canada","","","49.982040","-126.843900","0","Not Protected","Isolated","2009-05-26 8:54:58 AM","2017-09-25 3:38:02 PM"
"016744","16744","61 Lorne Avenue E","140","Public Services and Procurement Canada","24","Lease or Licence","61 Lorne Avenue East, Stratford, Ontario, N5A 6S4","307.00","","","","No","3531011","Stratford","35","Ontario","083","Perth--Wellington","CA","Canada","","","43.353195","-80.995701","0","Not Protected","Urban","2009-04-15 8:25:14 AM","2019-05-17 12:00:00 PM"
"016746","16746","Jack Garland Airport","140","Public Services and Procurement Canada","24","Lease or Licence","50 Terminal Street, North Bay, Ontario, P1B 8G2","68.00","","","","No","3548044","North Bay","35","Ontario","070","Nipissing--Timiskaming","CA","Canada","","","46.362489","-79.416719","0","Not Protected","Rural","2009-04-15 8:25:14 AM","2019-12-05 12:00:01 PM"
"016751","16751","Nova Plaza","140","Public Services and Procurement Canada","24","Lease or Licence","5019 52 Street","3132.00","","","","No","6106023","Yellowknife","61","Northwest Territories","001","Northwest Territories","CA","Canada","","","62.452100","-114.372000","0","Not Protected","Rural","2009-04-28 8:24:42 AM","2020-12-17 5:00:01 AM"
"016765","16765","33 Weldon Street","140","Public Services and Procurement Canada","24","Lease or Licence","33 Weldon Street","2786.00","","","","Yes","1307022","Moncton","13","New Brunswick","007","Moncton--Riverview--Dieppe","CA","Canada","","","46.087025","-64.786319","0","Not Protected","Urban","2009-04-23 8:48:49 AM","2022-05-13 12:00:00 PM"
"016766","16766","761 10 Avenue","140","Public Services and Procurement Canada","24","Lease or Licence","761 10e Avenue","288.00","","","","No","2489040","Senneterre","24","Quebec","001","Abitibi--Baie-James--Nunavik--Eeyou","CA","Canada","","","48.390455","-77.245459","0","Not Protected","Isolated","2009-04-27 11:19:42 AM","2019-09-11 12:00:00 PM"
"016776","16776","GC Building - Steveston Village (Richmond)","140","Public Services and Procurement Canada","10","Crown Owned","12551 No. 1 Road","392.00","1976","2","Fair","Yes","5915015","Richmond","59","British Columbia","031","Steveston--Richmond East","CA","Canada","","","49.123579","-123.181580","0","Not Protected","Urban","2009-03-23 12:56:54 PM","2020-12-09 12:00:00 PM"
"016818","16818","The Consulate of Canada, Playa del Carmen","060","Global Affairs Canada","24","Lease or Licence","Av. 10, 3er piso C21, C22, C23, C24, Playa del Carmen, Q Roo","188.00","","","","Yes","","","","","","","MX","Mexico","013","Playa del Carmen","","","0","Not Protected","","2009-04-27 11:19:42 AM","2011-12-09 3:33:51 PM"
"016820","16820","The Consulate of Canada, Puerto Vallarta","060","Global Affairs Canada","24","Lease or Licence","Blvd Fco. Medina Asencio 2485-F, Puerto Vallarta, Jal","232.00","","","","Yes","","","","","","","MX","Mexico","009","Puerto Vallarta","","","0","Not Protected","","2009-04-27 11:19:42 AM","2011-12-09 3:33:51 PM"
"016855","16855","The Consulate of Canada, Cancun","060","Global Affairs Canada","24","Lease or Licence","blvd Kukulcan KM 12.5 desp E-7, Cancun","122.00","","","","Yes","","","","","","","MX","Mexico","006","Cancun","","","0","Not Protected","","2009-04-30 8:54:06 AM","2020-12-12 5:00:01 AM"
"016867","16867","FCC Sainte-Marie","530","Farm Credit Canada","24","Lease or Licence","200 - 1035 Vachon Boulevard N.","203.00","","0","Unknown","No","2426030","Sainte-Marie","24","Quebec","007","Beauce","CA","Canada","","","46.451320","-71.032810","0","Not Protected","Rural","2012-04-24 12:55:21 PM","2021-12-07 12:00:00 PM"
"016877","16877","FCC La Crete","530","Farm Credit Canada","24","Lease or Licence","10013 101st Avenue","170.00","","0","Unknown","No","4817095","Mackenzie County","48","Alberta","028","Peace River--Westlock","CA","Canada","","","58.186708","-116.405054","0","Not Protected","Isolated","2012-04-24 12:55:21 PM","2020-11-18 12:00:00 PM"
"016880","16880","Sinclair Centre - Customs Examining Warehouse","140","Public Services and Procurement Canada","10","Crown Owned","757  Hastings Street West, Vancouver, British Columbia, V6C 1A1","4209.00","1913","1","Good","Yes","5915022","Vancouver","59","British Columbia","034","Vancouver Centre","CA","Canada","","","49.286313","-123.113989","0","Not Protected","Urban","2008-10-15 2:42:04 PM","2022-05-28 5:00:00 AM"
"016883","16883","John Robson Place","140","Public Services and Procurement Canada","24","Lease or Licence","1155  Robson Street, Vancouver, British Columbia, V6E 1B9","899.00","","","","No","5915022","Vancouver","59","British Columbia","034","Vancouver Centre","CA","Canada","","","49.285567","-123.126013","0","Not Protected","Urban","2008-10-15 2:42:04 PM","2020-01-17 5:00:00 AM"
"016895","16895","1188 West Georgia Street","140","Public Services and Procurement Canada","24","Lease or Licence","1188 West Georgia Street","3505.00","","","","No","5915022","Vancouver","59","British Columbia","034","Vancouver Centre","CA","Canada","","","49.286724","-123.125271","0","Not Protected","Urban","2009-05-12 1:46:47 PM","2022-03-04 5:00:00 AM"
"016897","16897","Vancouver Regional Centre","440","Canadian Air Transport Security Authority","24","Lease or Licence","3211 Grant McConachie Way","471.00","","","","No","5931006","Squamish","59","British Columbia","042","West Vancouver--Sunshine Coast--Sea to Sky Country","CA","Canada","","","49.685750","-123.181910","0","Not Protected","Rural","2012-01-29 1:37:55 PM","2017-12-04 12:00:00 PM"
"016902","16902","Place Laurier","140","Public Services and Procurement Canada","24","Lease or Licence","170 Laurier Avenue West","4854.00","","","","No","3506008","Ottawa","35","Ontario","075","Ottawa Centre","CA","Canada","","","45.420094","-75.694596","0","Not Protected","Rural","2009-06-02 8:59:36 AM","2021-07-08 12:00:00 PM"
"016904","16904","Building No. 29","140","Public Services and Procurement Canada","24","Lease or Licence","340 Legget Drive","7386.00","","","","No","3506008","Ottawa","35","Ontario","041","Kanata--Carleton","CA","Canada","","","45.339713","-75.908608","0","Not Protected","Rural","2009-06-01 8:16:16 AM","2019-12-23 12:00:00 PM"
"016919","16919","Bantrel Tower","140","Public Services and Procurement Canada","24","Lease or Licence","700 6 Avenue SW","3743.00","","","","No","4806016","Calgary","48","Alberta","004","Calgary Centre","CA","Canada","","","51.048232","-114.076592","0","Not Protected","Urban","2009-09-30 12:57:04 PM","2022-09-17 5:00:00 AM"
"016925","16925","222 Main Street","140","Public Services and Procurement Canada","24","Lease or Licence","222 Main Street, Vancouver, British Columbia, V6A 1B5","263.00","","","","No","5915022","Vancouver","59","British Columbia","035","Vancouver East","CA","Canada","","","49.282800","-123.099000","0","Not Protected","Urban","2008-10-15 2:42:04 PM","2020-01-17 5:00:00 AM"
"016931","16931","Gander International Airport","140","Public Services and Procurement Canada","24","Lease or Licence","1000 James Boulevard, Gander, Newfoundland and Labrador","726.00","","","","No","1006009","Gander","10","Newfoundland and Labrador","003","Coast of Bays--Central--Notre Dame","CA","Canada","","","48.946526","-54.575461","0","Not Protected","Rural","2008-10-15 2:42:04 PM","2021-10-14 12:00:00 PM"
"016936","16936","NRC-IRAP Vancouver","130","National Research Council Canada","24","Lease or Licence","1185 West Georgia Street, Vancouver, BC  V6E 4E6","550.00","","","","No","5915022","Vancouver","59","British Columbia","034","Vancouver Centre","CA","Canada","","","49.286830","-123.125040","0","Not Protected","Urban","2009-07-07 8:36:46 AM","2022-10-27 12:00:00 PM"
"016953","16953","Standards Building","140","Public Services and Procurement Canada","10","Crown Owned","3625 Lougheed Highway","1140.00","1963","1","Good","Yes","5915022","Vancouver","59","British Columbia","035","Vancouver East","CA","Canada","","","49.264969","-123.027006","0","Not Protected","Urban","2009-02-20 8:26:36 AM","2022-05-28 5:00:00 AM"
"016956","16956","125  10th Avenue East Site","140","Public Services and Procurement Canada","10","Crown Owned","125  10th Avenue East","3915.00","1963","1","Good","Yes","5915022","Vancouver","59","British Columbia","035","Vancouver East","CA","Canada","","","49.262313","-123.102282","0","Not Protected","Urban","2008-10-15 2:42:04 PM","2020-12-09 12:00:00 PM"
"016975","16975","Place Jacques-Cartier Complex","140","Public Services and Procurement Canada","24","Lease or Licence","320  Saint Joseph Street East, Quebec, Quebec, G1K 9J2","4369.00","","","","No","2423027","Québec","24","Quebec","059","Québec","CA","Canada","","","46.814280","-71.225780","0","Not Protected","Urban","2008-10-15 2:42:04 PM","2022-08-25 5:00:01 AM"
"017062","17062","Parks Canada Building","140","Public Services and Procurement Canada","24","Lease or Licence","50 Neptune Crescent","2051.00","","","","Yes","1209034","Halifax","12","Nova Scotia","004","Dartmouth--Cole Harbour","CA","Canada","","","44.659670","-63.544168","0","Not Protected","Rural","2009-12-21 1:27:03 PM","2019-05-17 12:00:00 PM"
"017183","17183","Bedwell Harbour Border Crossing-Main Customs Building","155","Canada Border Services Agency","10","Crown Owned","9802 Spalding Road","30.00","1965","3","Poor","Yes","5917029","Southern Gulf Islands","59","British Columbia","027","Saanich--Gulf Islands","CA","Canada","","","48.747235","-123.226685","0","Not Protected","Rural","2008-12-18 8:19:42 AM","2022-01-19 5:00:00 AM"
"017230","17230","CBC Building","140","Public Services and Procurement Canada","24","Lease or Licence","16 Mitik Street, Cambridge Bay, Nunavut, X0B 0C0","167.00","","","","Yes","6208073","Cambridge Bay","62","Nunavut","001","Nunavut","CA","Canada","","","69.115981","-105.052430","0","Not Protected","Rural","2015-06-23 12:30:01 PM","2020-03-05 12:00:00 PM"
"017246","17246","180 Kent Street","140","Public Services and Procurement Canada","24","Lease or Licence","180 Kent Street","15719.00","","","","No","3506008","Ottawa","35","Ontario","075","Ottawa Centre","CA","Canada","","","45.417839","-75.701798","0","Not Protected","Rural","2009-09-10 1:39:24 PM","2021-03-10 12:00:00 PM"
"017279","17279","441 Madawaska Road","140","Public Services and Procurement Canada","24","Lease or Licence","441 Madawaska Road","309.00","","","","No","1312019","Grand Falls","13","New Brunswick","010","Tobique--Mactaquac","CA","Canada","","","47.057697","-67.751974","0","Not Protected","Rural","2009-10-06 9:15:15 AM","2019-05-17 12:00:00 PM"
"017293","17293","1725 Woodward Drive","140","Public Services and Procurement Canada","24","Lease or Licence","1725 Woodward Drive","6523.00","","","","No","3506008","Ottawa","35","Ontario","079","Ottawa West--Nepean","CA","Canada","","","45.372825","-75.750958","0","Not Protected","Rural","2009-10-20 11:18:59 AM","2021-03-10 12:00:00 PM"
"017299","17299","FCC Meadow Lake","530","Farm Credit Canada","24","Lease or Licence","106, 1st Street East","9.00","","0","Unknown","No","4717052","Meadow Lake","47","Saskatchewan","003","Desnethé--Missinippi--Churchill River","CA","Canada","","","54.132789","-108.431536","0","Not Protected","Urban","2012-04-24 12:55:21 PM","2020-11-18 12:00:00 PM"
"017342","17342","P. L. James Place","140","Public Services and Procurement Canada","10","Crown Owned","1230  Government Street, Victoria, British Columbia, V8W 3M4","11511.00","1952","3","Poor","Yes","5917034","Victoria","59","British Columbia","041","Victoria","CA","Canada","","","48.426214","-123.367725","0","Not Protected","Urban","2008-10-15 2:42:04 PM","2022-05-28 5:00:00 AM"
"017343","17343","GC Building - New Federal Building","140","Public Services and Procurement Canada","10","Crown Owned","1415 Vancouver Street, Victoria, British Columbia, V8V 3W4","6294.00","1966","1","Good","Yes","5917034","Victoria","59","British Columbia","041","Victoria","CA","Canada","","","48.426616","-123.355713","0","Not Protected","Urban","2008-10-15 2:42:04 PM","2021-09-17 5:00:00 AM"
"017354","17354","Cantex Building","140","Public Services and Procurement Canada","24","Lease or Licence","225 Manning Road NE","1432.00","","","","Yes","4806016","Calgary","48","Alberta","006","Calgary Forest Lawn","CA","Canada","","","51.053515","-114.017613","0","Not Protected","Urban","2009-10-22 10:21:49 AM","2020-01-03 12:00:00 PM"
"017361","17361","Office","162","Royal Canadian Mounted Police","24","Lease or Licence","1690 Innovation Dr.","1324.00","","","","No","5935010","Kelowna","59","British Columbia","014","Kelowna--Lake Country","CA","Canada","","","49.883700","-119.493500","0","Not Protected","Urban","2009-10-30 1:21:03 PM","2017-09-25 3:38:02 PM"
"017391","17391","Complexe Lévis UN","530","Farm Credit Canada","24","Lease or Licence","1665 Alphonse-Desjardins Blvd, Suite 180","823.00","","0","Unknown","No","2425213","Lévis","24","Quebec","010","Bellechasse--Les Etchemins--Lévis","CA","Canada","","","46.791406","-71.159701","0","Not Protected","Rural","2012-04-24 12:55:21 PM","2020-11-18 12:00:00 PM"
"017408","17408","Macklin Office","162","Royal Canadian Mounted Police","24","Lease or Licence","4824 Herald St","56.00","","","","Yes","4713051","Macklin","47","Saskatchewan","001","Battlefords--Lloydminster","CA","Canada","","","52.330000","-109.942000","0","Not Protected","Urban","2009-11-10 8:23:53 AM","2022-11-29 12:00:01 PM"
"017409","17409","Office","162","Royal Canadian Mounted Police","24","Lease or Licence","3900 - 22nd Ave","1075.00","","","","Yes","5953023","Prince George","59","British Columbia","004","Cariboo--Prince George","CA","Canada","","","53.903700","-122.791900","0","Not Protected","Rural","2009-11-10 8:23:53 AM","2013-05-03 4:23:04 PM"
"017429","17429","4805 Mar Street","140","Public Services and Procurement Canada","24","Lease or Licence","4805 Mar Street","408.00","","","","No","5923008","Port Alberni","59","British Columbia","009","Courtenay--Alberni","CA","Canada","","","49.232619","-124.805145","0","Not Protected","Urban","2009-11-23 1:19:20 PM","2019-05-17 12:00:00 PM"
"017453","17453","Trail Community Health Centre","140","Public Services and Procurement Canada","24","Lease or Licence","1101 Dewdney Avenue","338.00","","","","No","5905014","Trail","59","British Columbia","029","South Okanagan--West Kootenay","CA","Canada","","","49.097638","-117.708259","0","Not Protected","Rural","2009-12-09 11:41:20 AM","2019-12-12 1:38:30 PM"
"017456","17456","NRC-IRAP Ste-Foy","130","National Research Council Canada","24","Lease or Licence","333 rue Franquet, Sainte-Foy, QC  G1P 4C7","114.00","","","","No","2423027","Québec","24","Quebec","059","Québec","CA","Canada","","","46.794258","-71.311208","0","Not Protected","Urban","2009-12-10 1:18:50 PM","2019-12-11 12:00:00 PM"
"017461","17461","NRC-IRAP Ste-Foy","130","National Research Council Canada","24","Lease or Licence","2740 rue Einstein, Sainte-Foy, QC  G1P 4S4","101.00","","","","No","2423027","Québec","24","Quebec","059","Québec","CA","Canada","","","46.795472","-71.314153","0","Not Protected","Urban","2009-12-10 12:55:08 PM","2020-10-08 5:00:00 AM"
"017476","17476","NRC-IRAP Calgary","130","National Research Council Canada","24","Lease or Licence","1301 16 Avenue NW, Calgary, AB  T2M 0L4","83.00","","","","No","4806016","Calgary","48","Alberta","005","Calgary Confederation","CA","Canada","","","51.065319","-114.097080","0","Not Protected","Urban","2009-12-10 12:55:08 PM","2020-12-11 12:00:00 PM"
"017484","17484","NRC-IRAP Edmonton","130","National Research Council Canada","24","Lease or Licence","10230 Jasper Avenue, Room 4-236, Edmonton, AB  T5J 4P6","30.00","","","","No","4811061","Edmonton","48","Alberta","014","Edmonton Centre","CA","Canada","","","53.540939","-113.496090","0","Not Protected","Urban","2009-12-10 12:55:08 PM","2021-06-17 12:00:00 PM"
"017490","17490","NRC-IRAP Edmonton","130","National Research Council Canada","24","Lease or Licence","2528 Ellwood Drive SW, #102, Edmonton, AB T6X 0A9","17.00","","","","No","4811061","Edmonton","48","Alberta","018","Edmonton Riverbend","CA","Canada","","","53.485920","-113.486570","0","Not Protected","Urban","2009-12-10 12:55:08 PM","2021-06-17 12:00:00 PM"
