Directory of Federal Real Property
Real Property and Materiel Policy Division
Treasury Board of Canada Secretariat
Government of Canada

Security Level: Not Protected
Date: January 1st, 2023
Sort order:
Character set: ISO 8859 Latin 1
Field Delimiter: Comma
Text Qualifier: Double quote
Field Names: Included in line 16
Data: Begins on line 17
Help: DFRP-ADMIN-RBIF@tbs-sct.gc.ca

"Property Number (TEXT data)","Parcel Number (TEXT data)","Property Name","Custodian Code (TEXT data)","Custodian Name","Primary Use Group Code (TEXT data)","Primary Use Group","Interest Type Code (TEXT data)","Interest Type","Restriction on Interest Code (TEXT data)","Restriction on Interest","Street Address","Place Name","SGC Code (TEXT data)","Municipality","Province or Territory Code (TEXT data)","Province or Territory","Federal Electoral District Code (TEXT data)","Federal Electoral District","Country Code (TEXT data)","Country","City Code (TEXT data)","City","Land Area","Building Count","Floor Area","Exterior Parking","Interior Parking","Interior Parking Included in Floor Area","Latitude","Longitude","Positional Accuracy","Security Code (TEXT data)","Security Designation","Census Classification","Record Created On","Record Last Modified On"
"15354","00","1675 King Street Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","1675 King Street","","1206004","Bridgewater","12","Nova Scotia","009","South Shore--St. Margarets","CA","Canada","","","0.0100",1,"376.00",10,0,"No","44.402133","-64.549794",25,"0","Not Protected","Urban","2008-01-29 8:56:19 AM","2021-07-19 12:00:00 PM"
"15371","00","Place du Centre Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","200 Promenade du Portage","","2481017","Gatineau","24","Quebec","030","Hull--Aylmer","CA","Canada","","","0.0000",1,"13450.00",0,2,"No","45.426832","-75.714454",10,"0","Not Protected","Urban","2008-01-22 11:20:42 AM","2020-12-17 5:00:01 AM"
"15379","00","Chief Mountain Border Crossing (CBSA)","155","Canada Border Services Agency","45 ","Office","24","Lease or Licence","00","No Restriction","Highway 6, P.O. Box 96  Watertown Park, Ab, T0K 2M0","Chief Mountain, Alberta","4803003","Improvement District No.  4 Waterton","48","Alberta","027","Medicine Hat--Cardston--Warner","CA","Canada","","","6.0000",9,"721.00",0,0,"Yes","48.999010","-113.660936",1000,"0","Not Protected","Isolated","1990-02-05 12:00:00 AM","2021-10-13 5:00:01 AM"
"15402","00","National Institut of Scientific Research (INRS)","030","Natural Resources Canada","45 ","Office","24","Lease or Licence","00","No Restriction","490 Couronne Street","","2423027","Québec","24","Quebec","059","Québec","CA","Canada","","","0.0000",1,"2409.00",0,4,"No","46.813000","-71.223890",5,"0","Not Protected","Urban","2008-01-31 3:21:31 PM","2017-09-25 3:38:02 PM"
"15458","00","","520","Export Development Canada","45 ","Office","24","Lease or Licence","00","No Restriction","1914 Hamilton Street   Suite 301","","4706027","Regina","47","Saskatchewan","009","Regina--Wascana","CA","Canada","","","0.0000",1,"20.00",0,0,"Yes","50.448580","-104.609420",25,"0","Not Protected","Urban","2008-02-11 8:19:56 AM","2019-05-13 12:00:01 PM"
"15459","00","","520","Export Development Canada","45 ","Office","24","Lease or Licence","00","No Restriction","1 City Centre Drive, Suite 805","","3521005","Mississauga","35","Ontario","058","Mississauga Centre","CA","Canada","","","0.0000",1,"563.00",0,0,"Yes","43.595310","-79.639860",25,"0","Not Protected","Urban","2008-02-11 8:19:56 AM","2019-05-13 12:00:01 PM"
"15463","00","Constitution Square - Tower III Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","340 Albert Street","","3506008","Ottawa","35","Ontario","075","Ottawa Centre","CA","Canada","","","0.0000",1,"1955.00",0,6,"No","45.418630","-75.702520",10,"0","Not Protected","Rural","2019-04-23 12:00:00 PM","2019-11-27 12:00:00 PM"
"15484","00","Eve Place Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","219 Main Street","","1315011","Bathurst","13","New Brunswick","001","Acadie--Bathurst","CA","Canada","","","0.0000",1,"125.00",2,0,"No","47.620917","-65.652781",25,"0","Not Protected","Rural","2008-03-07 8:42:56 AM","2021-07-19 12:00:00 PM"
"15485","00","Office","162","Royal Canadian Mounted Police","45 ","Office","24","Lease or Licence","00","No Restriction","2956 Ed Nixon Terrace","","5917044","Langford","59","British Columbia","010","Cowichan--Malahat--Langford","CA","Canada","","","0.0000",1,"1390.00",0,0,"No","48.455740","-123.540690",20,"0","Not Protected","Urban","2008-03-07 8:42:56 AM","2021-07-19 12:00:00 PM"
"15487","00","DFO Service Centre Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","460 Chaleur Street","","1314004","Charlo","13","New Brunswick","005","Madawaska--Restigouche","CA","Canada","","","0.0250",2,"278.00",6,0,"No","48.000024","-66.324400",25,"0","Not Protected","Rural","2008-03-07 8:42:56 AM","2021-07-19 12:00:00 PM"
"15488","00","220 Fortin Street Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","220 Fortin Street","","2423027","Québec","24","Quebec","059","Québec","CA","Canada","","","0.0000",1,"2482.00",25,0,"No","46.828256","-71.270365",50,"0","Not Protected","Urban","2008-03-31 9:54:39 AM","2019-05-17 5:00:01 AM"
"15497","00","Allied Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","397 Stavenger Drive","","1001519","St. John's","10","Newfoundland and Labrador","006","St. John's East","CA","Canada","","","0.0001",1,"251.00",2,0,"No","47.613951","-52.709100",100,"0","Not Protected","Rural","2008-03-12 8:54:07 AM","2021-07-19 12:00:00 PM"
"15498","00","Chipman Community Office, District 2","162","Royal Canadian Mounted Police","45 ","Office","24","Lease or Licence","00","No Restriction","33 Forest Ave","","1304025","Chipman","13","New Brunswick","006","Miramichi--Grand Lake","CA","Canada","","","0.0000",1,"72.00",0,0,"No","46.185280","-65.867360",20,"0","Not Protected","Rural","2008-03-13 8:56:12 AM","2021-07-19 12:00:00 PM"
"15522","00","Megasys Business Centre Site -  Phase  II","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","1115 57 Avenue NE","","4806016","Calgary","48","Alberta","013","Calgary Skyview","CA","Canada","","","0.0000",1,"2710.00",10,0,"No","51.105717","-114.037407",50,"0","Not Protected","Urban","2008-03-26 1:58:53 PM","2019-05-17 5:00:01 AM"
"15559","00","Thomas Fuller Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","14 Court House Avenue","","3507015","Brockville","35","Ontario","050","Leeds--Grenville--Thousand Islands and Rideau Lakes","CA","Canada","","","0.0000",1,"415.00",0,0,"No","44.589862","-75.685056",10,"0","Not Protected","Urban","2008-04-08 1:41:45 PM","2019-05-17 5:00:01 AM"
"15567","00","Office","162","Royal Canadian Mounted Police","45 ","Office","24","Lease or Licence","00","No Restriction","120-1626 Richter St","","5935010","Kelowna","59","British Columbia","014","Kelowna--Lake Country","CA","Canada","","","0.0000",2,"1063.00",0,0,"No","49.884820","-119.488600",20,"0","Not Protected","Urban","2008-05-01 9:30:54 AM","2021-07-19 12:00:00 PM"
"15633","00","Future chancery","060","Global Affairs Canada","45 ","Office","24","Lease or Licence","00","No Restriction","4, Korsovoy Pereulok, Moscow","","","","","","","","RU","Russian Federation","001","Moscow","0.0000",1,"7329.00",0,0,"Yes","","",0,"0","Not Protected","","2008-05-09 8:43:26 AM","2011-12-09 3:33:51 PM"
"15661","00","Barrington Tower","370","Canada Mortgage and Housing Corporation","45 ","Office","24","Lease or Licence","00","No Restriction","1894 Barrington Street, 9th Floor","","1209034","Halifax","12","Nova Scotia","004","Dartmouth--Cole Harbour","CA","Canada","","","0.0000",1,"2386.00",0,70,"No","44.649830","-63.575810",50,"0","Not Protected","Rural","2008-06-04 11:33:43 AM","2011-05-09 4:15:50 PM"
"15662","00","Gerrard Square Shopping Centre Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","1000 Gerrard Street East","","3520005","Toronto","35","Ontario","094","Scarborough Centre","CA","Canada","","","0.0000",1,"401.00",0,0,"No","43.669390","-79.338990",10,"0","Not Protected","Urban","2008-06-04 11:33:43 AM","2019-04-18 5:00:00 AM"
"15664","00","350 Ontario Street Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","350 Ontario Street","","3526053","St. Catharines","35","Ontario","089","St. Catharines","CA","Canada","","","0.0000",1,"685.00",20,0,"No","43.171861","-79.263527",10,"0","Not Protected","Urban","2008-06-04 11:33:43 AM","2019-05-17 5:00:01 AM"
"15718","00","3 Lower Malpeque Rd Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","3 Lower Malpeque Road","","1102075","Charlottetown","11","Prince Edward Island","002","Charlottetown","CA","Canada","","","0.0000",1,"2950.00",0,0,"No","46.264983","-63.160039",100,"0","Not Protected","Urban","2008-06-13 9:10:15 AM","2019-05-17 5:00:01 AM"
"15855","00","The Canadian Trade Office, Hyderabad","060","Global Affairs Canada","45 ","Office","24","Lease or Licence","00","No Restriction","ITC Kakatiya, Hyderabad","","","","","","","","IN","India","006","Hyderabad","0.0000",1,"500.00",0,0,"Yes","","",0,"0","Not Protected","","2008-07-23 8:37:47 AM","2011-12-09 3:33:51 PM"
"15859","00","81 Albert Street Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","81 Albert Street","","1307022","Moncton","13","New Brunswick","007","Moncton--Riverview--Dieppe","CA","Canada","","","0.0000",1,"474.00",3,0,"No","46.083739","-64.783491",100,"0","Not Protected","Urban","2008-08-15 2:34:07 PM","2021-07-19 12:00:00 PM"
"15912","00","859 Main Street Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","859 Main Street","","1307022","Moncton","13","New Brunswick","007","Moncton--Riverview--Dieppe","CA","Canada","","","0.0000",1,"1742.00",4,0,"No","46.088070","-64.780216",100,"0","Not Protected","Urban","2008-08-15 8:11:17 AM","2021-07-19 12:00:00 PM"
"15981","00","3001 Wayburne Drive Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","3001 Wayburne Drive","","5915025","Burnaby","59","British Columbia","003","Burnaby South","CA","Canada","","","0.0000",1,"1297.00",0,8,"No","49.256924","-122.994760",25,"0","Not Protected","Urban","2008-09-12 9:37:42 AM","2021-07-19 12:00:00 PM"
"15986","00","Baker Centre Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","10025 106 Street","","4811061","Edmonton","48","Alberta","014","Edmonton Centre","CA","Canada","","","0.0000",1,"655.00",0,1,"No","53.539566","-113.502465",20,"0","Not Protected","Urban","2008-09-25 9:07:29 AM","2021-07-07 5:00:00 AM"
"15996","00","Crowsnest Trail Plaza Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","101- 920 2A Avenue North","","4802012","Lethbridge","48","Alberta","026","Lethbridge","CA","Canada","","","0.0000",1,"1091.00",5,0,"No","49.701115","-112.832112",20,"0","Not Protected","Urban","2008-10-03 9:05:20 AM","2022-06-28 5:00:00 AM"
"15998","00","427 Sabourin Street Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","427 Sabourin Street","","4602037","St-Pierre-Jolys","46","Manitoba","008","Provencher","CA","Canada","","","0.0000",1,"80.00",0,0,"No","49.442220","-96.984170",30,"0","Not Protected","Urban","2008-10-03 9:05:20 AM","2019-04-18 5:00:00 AM"
"16022","00","1195 Du Tremblay Rd Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","1195 Du Tremblay Rd","","2458227","Longueuil","24","Quebec","043","Longueuil--Saint-Hubert","CA","Canada","","","0.0000",1,"1279.00",1,0,"No","45.537008","-73.464494",100,"0","Not Protected","Urban","2008-10-21 8:48:00 AM","2019-11-27 12:00:00 PM"
"16026","00","Agriculture Canada Site - Bible Hill","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","361 Pictou Road","","1210008","Colchester, Subd. B","12","Nova Scotia","003","Cumberland--Colchester","CA","Canada","","","0.0000",1,"301.00",18,0,"No","45.384479","-63.232665",100,"0","Not Protected","Rural","2008-10-28 8:52:32 AM","2019-05-17 5:00:01 AM"
"16029","00","Quttinirpaaq NP - Ward Hunt Island","110","Parks Canada Agency","45 ","Office","10","Crown Owned","00","No Restriction","Ward Hunt Island","Ward Hunt Island","6204030","Qikiqtaaluk, Unorganized","62","Nunavut","001","Nunavut","CA","Canada","","","1294.0000",2,"57.00",0,0,"No","83.082067","-74.139546",250,"0","Not Protected","Isolated","2008-10-28 8:52:32 AM","2022-11-23 5:00:01 AM"
"16033","00","TD Centre Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","1791 Barrington Street","","1209034","Halifax","12","Nova Scotia","005","Halifax","CA","Canada","","","0.0000",1,"1283.00",0,0,"No","44.648500","-63.574544",100,"0","Not Protected","Rural","2008-10-29 8:50:38 AM","2021-07-19 12:00:00 PM"
"16034","00","287 Pierre-Saindon Street Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","287 Pierre-Saindon Street","","2410043","Rimouski","24","Quebec","018","Rimouski-Neigette--Témiscouata--Les Basques","CA","Canada","","","0.0000",1,"1279.00",30,0,"No","48.444505","-68.524063",100,"0","Not Protected","Rural","2008-10-30 9:09:49 AM","2019-05-17 5:00:01 AM"
"16065","00","Roosville Border Crossing","155","Canada Border Services Agency","45 ","Office","10","Crown Owned","00","No Restriction","Highway 93, PO Box 39 Grasmere, BC V0B 1R0","Roosville, B.C.","5901801","Tobacco Plains 2","59","British Columbia","015","Kootenay--Columbia","CA","Canada","","","1.0700",3,"385.00",7,0,"Yes","49.000366","-115.055563",125,"0","Not Protected","Rural","1990-02-05 12:00:00 AM","2021-04-15 5:00:01 AM"
"16066","00","Flathead Border Crossing","090","Crown-Indigenous Relations and Northern Affairs Canada","45 ","Office","10","Crown Owned","00","No Restriction","City of Grasmere, via Poleridge, Montana","Flathead, B.C.","5901017","East Kootenay A","59","British Columbia","015","Kootenay--Columbia","CA","Canada","","","12.7476",4,"185.00",0,0,"Yes","49.001886","-114.478462",500,"0","Not Protected","Isolated","1990-02-05 12:00:00 AM","2021-08-13 5:00:00 AM"
"16121","00","Kingsgate Border Crossing","155","Canada Border Services Agency","45 ","Office","10","Crown Owned","00","No Restriction","1617, Highway 95, Kingsgate, BC V0B 1V1","Kingsgate, B.C.","5903013","Central Kootenay B","59","British Columbia","015","Kootenay--Columbia","CA","Canada","","","1.8211",5,"1994.00",31,0,"Yes","49.001310","-116.180560",60,"0","Not Protected","Rural","1992-03-27 12:00:00 AM","2021-04-16 5:00:00 AM"
"16122","00","Rykerts Customs Office","155","Canada Border Services Agency","45 ","Office","10","Crown Owned","00","No Restriction","108 Highway 21, Creston, BC V0B 1G2","Creston, BC","5903013","Central Kootenay B","59","British Columbia","015","Kootenay--Columbia","CA","Canada","","","1.4569",3,"372.00",7,0,"Yes","49.001415","-116.500783",50,"0","Not Protected","Rural","1990-02-05 12:00:00 AM","2021-04-16 12:00:00 PM"
"16125","00","835 Montée Masson Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","835 Montée-Masson","Lachenaie","2464008","Terrebonne","24","Quebec","075","Terrebonne","CA","Canada","","","0.0000",1,"551.00",0,0,"No","45.706457","-73.629319",100,"0","Not Protected","Urban","2008-11-04 9:35:32 AM","2021-06-10 12:00:00 PM"
"16138","00","1965 Island Diesel Way Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","1965 Island Diesel Way","","5921007","Nanaimo","59","British Columbia","018","Nanaimo--Ladysmith","CA","Canada","","","0.0000",1,"490.00",8,0,"No","49.186432","-123.986935",25,"0","Not Protected","Urban","2008-11-05 10:41:13 AM","2021-07-19 12:00:00 PM"
"16167","00","NRC-IRAP Longueuil","130","National Research Council Canada","45 ","Office","24","Lease or Licence","00","No Restriction","5555 Rue de L'ENA, Longueuil, QC J3Y 8Y9","","2458227","Longueuil","24","Quebec","043","Longueuil--Saint-Hubert","CA","Canada","","","0.0000",1,"15.00",0,0,"No","45.523070","-73.420180",100,"0","Not Protected","Urban","2008-11-20 3:26:44 PM","2022-10-27 5:00:00 AM"
"16180","00","Nelway Border Crossing","155","Canada Border Services Agency","45 ","Office","10","Crown Owned","00","No Restriction","9999 Highway 6, Salmo, BC V0G 1Z0","Nelway, B.C.","5903047","Central Kootenay G","59","British Columbia","015","Kootenay--Columbia","CA","Canada","","","1.2205",3,"259.00",4,0,"Yes","49.000637","-117.299490",500,"0","Not Protected","Rural","1990-02-05 12:00:00 AM","2021-04-15 12:00:00 PM"
"16183","00","NRC-IRAP Calgary","130","National Research Council Canada","45 ","Office","24","Lease or Licence","00","No Restriction","3608 33 Street NW, Calgary, AB  T2L 2A6","","4806016","Calgary","48","Alberta","009","Calgary Nose Hill","CA","Canada","","","0.0000",1,"575.00",0,0,"No","51.085230","-114.134990",100,"0","Not Protected","Urban","2008-11-20 3:26:44 PM","2017-10-23 12:00:01 PM"
"16189","00","NRC-IRAP Calgary","130","National Research Council Canada","45 ","Office","24","Lease or Licence","00","No Restriction","3553 31 Street NW, Room 113, Calgary, AB  T2L 2K7","","4806016","Calgary","48","Alberta","009","Calgary Nose Hill","CA","Canada","","","0.0000",1,"90.00",0,0,"No","51.084320","-114.130310",100,"0","Not Protected","Urban","2008-11-20 3:26:44 PM","2021-06-17 12:00:00 PM"
